29,32,224,0.10,0.20,1
29,33,141,0.50,0.60,0
30,31,412,0.40,0.50,1
30,32,316,0.30,0.40,0
30,33,224,0.20,0.30,1
30,34,141,0.10,0.20,0
31,32,100,0.50,0.60,1
31,33,200,0.40,0.50,0
31,34,300,0.30,0.40,1
31,35,400,0.20,0.30,0
32,33,100,0.10,0.20,1
32,34,200,0.50,0.60,0
32,35,300,0.40,0.50,1
32,36,141,0.30,0.40,0
33,34,100,0.20,0.30,1
33,35,200,0.10,0.20,0
33,36,224,0.50,0.60,1
33,37,141,0.40,0.50,0
34,35,100,0.30,0.40,1
34,36,316,0.20,0.30,0
34,37,224,0.10,0.20,1
34,38,141,0.50,0.60,0
35,36,412,0.40,0.50,1
35,37,316,0.30,0.40,0
35,38,224,0.20,0.30,1
35,39,141,0.10,0.20,0
36,37,100,0.50,0.60,1
36,38,200,0.40,0.50,0
36,39,300,0.30,0.40,1
36,40,400,0.20,0.30,0
37,38,100,0.10,0.20,1
37,39,200,0.50,0.60,0
37,40,300,0.40,0.50,1
37,41,141,0.30,0.40,0
38,39,100,0.20,0.30,1
38,40,200,0.10,0.20,0
38,41,224,0.50,0.60,1
38,42,141,0.40,0.50,0
39,40,100,0.30,0.40,1
39,41,316,0.20,0.30,0
39,42,224,0.10,0.20,1
39,43,141,0.50,0.60,0
40,41,412,0.40,0.50,1
40,42,316,0.30,0.40,0
40,43,224,0.20,0.30,1
40,44,141,0.10,0.20,0
41,42,100,0.50,0.60,1
41,43,200,0.40,0.50,0
41,44,300,0.30,0.40,1
41,45,400,0.20,0.30,0
42,43,100,0.10,0.20,1
42,44,200,0.50,0.60,0
42,45,300,0.40,0.50,1
42,46,141,0.30,0.40,0
43,44,100,0.20,0.30,1
43,45,200,0.10,0.20,0
43,46,224,0.50,0.60,1
43,47,141,0.40,0.50,0
44,45,100,0.30,0.40,1
44,46,316,0.20,0.30,0
44,47,224,0.10,0.20,1
44,48,141,0.50,0.60,0
45,46,412,0.40,0.50,1
45,47,316,0.30,0.40,0
45,48,224,0.20,0.30,1
45,49,141,0.10,0.20,0
46,47,100,0.50,0.60,1
46,48,200,0.40,0.50,0
46,49,300,0.30,0.40,1
46,50,400,0.20,0.30,0
47,48,100,0.10,0.20,1
47,49,200,0.50,0.60,0
47,50,300,0.40,0.50,1
47,51,814,0.30,0.40,0
48,49,100,0.20,0.30,1
48,50,200,0.10,0.20,0
48,51,802,0.50,0.60,1
48,52,814,0.40,0.50,0
49,50,100,0.30,0.40,1
49,51,802,0.20,0.30,0
49,52,802,0.10,0.20,1
49,53,814,0.50,0.60,0
50,51,814,0.40,0.50,1
50,52,802,0.30,0.40,0
50,53,802,0.20,0.30,1
50,1,985,0.10,0.20,0
51,52,100,0.50,0.60,1
51,53,200,0.40,0.50,0
52,53,100,0.30,0.40,1
53,1,461,0.20,0.30,0
53,2,450,0.10,0.20,1
