58,27,1204,0.50,0.60,1
28,59,1404,0.45,0.55,0
59,28,1404,0.45,0.55,0
28,60,1513,0.40,0.50,1
60,28,1513,0.40,0.50,1
29,61,1726,0.35,0.45,0
61,29,1726,0.35,0.45,0
29,62,1811,0.30,0.40,1
62,29,1811,0.30,0.40,1
30,63,2010,0.25,0.35,0
63,30,2010,0.25,0.35,0
30,64,2102,0.20,0.30,1
64,30,2102,0.20,0.30,1
31,1,350,0.15,0.25,0
1,31,350,0.15,0.25,0
31,2,269,0.10,0.20,1
2,31,269,0.10,0.20,1
32,3,112,0.05,0.15,0
3,32,112,0.05,0.15,0
32,4,206,0.90,1.00,1
4,32,206,0.90,1.00,1
33,5,320,0.85,0.95,0
5,33,320,0.85,0.95,0
33,6,206,0.80,0.90,1
6,33,206,0.80,0.90,1
34,7,320,0.75,0.85,0
7,34,320,0.75,0.85,0
34,8,364,0.70,0.80,1
8,34,364,0.70,0.80,1
35,9,559,0.65,0.75,0
9,35,559,0.65,0.75,0
35,10,650,0.60,0.70,1
10,35,650,0.60,0.70,1
36,11,550,0.55,0.65,0
11,36,550,0.55,0.65,0
36,12,658,0.50,0.60,1
12,36,658,0.50,0.60,1
37,13,658,0.45,0.55,0
13,37,658,0.45,0.55,0
37,14,728,0.40,0.50,1
14,37,728,0.40,0.50,1
38,15,728,0.35,0.45,0
15,38,728,0.35,0.45,0
38,16,585,0.30,0.40,1
16,38,585,0.30,0.40,1
39,17,585,0.25,0.35,0
17,39,585,0.25,0.35,0
39,18,658,0.20,0.30,1
18,39,658,0.20,0.30,1
40,19,510,0.15,0.25,0
19,40,510,0.15,0.25,0
40,20,450,0.10,0.20,1
20,40,450,0.10,0.20,1
41,21,350,0.05,0.15,0
21,41,350,0.05,0.15,0
41,22,269,0.90,1.00,1
22,41,269,0.90,1.00,1
42,23,112,0.85,0.95,0
23,42,112,0.85,0.95,0
42,24,206,0.80,0.90,1
24,42,206,0.80,0.90,1
43,25,320,0.75,0.85,0
25,43,320,0.75,0.85,0
43,26,206,0.70,0.80,1
26,43,206,0.70,0.80,1
44,27,320,0.65,0.75,0
27,44,320,0.65,0.75,0
44,28,364,0.60,0.70,1
28,44,364,0.60,0.70,1
45,29,559,0.55,0.65,0
29,45,559,0.55,0.65,0
45,30,650,0.50,0.60,1
30,45,650,0.50,0.60,1
46,31,650,0.45,0.55,0
31,46,650,0.45,0.55,0
46,32,757,0.40,0.50,1
32,46,757,0.40,0.50,1
47,33,955,0.35,0.45,0
33,47,955,0.35,0.45,0
47,34,1069,0.30,0.40,1
34,47,1069,0.30,0.40,1
48,35,1266,0.25,0.35,0
35,48,1266,0.25,0.35,0
48,36,1266,0.20,0.30,1
36,48,1266,0.20,0.30,1
49,37,1266,0.15,0.25,0
37,49,1266,0.15,0.25,0
49,38,1154,0.10,0.20,1
38,49,1154,0.10,0.20,1
50,39,1154,0.05,0.15,0
39,50,1154,0.05,0.15,0
50,40,1050,0.90,1.00,1
40,50,1050,0.90,1.00,1
51,41,550,0.85,0.95,0
41,51,550,0.85,0.95,0
51,42,461,0.80,0.90,1
42,51,461,0.80,0.90,1
52,43,461,0.75,0.85,0
43,52,461,0.75,0.85,0
52,44,403,0.70,0.80,1
44,52,403,0.70,0.80,1
53,45,403,0.65,0.75,0
45,53,403,0.65,0.75,0
53,46,320,0.60,0.70,1
46,53,320,0.60,0.70,1
54,47,320,0.55,0.65,0
47,54,320,0.55,0.65,0
54,48,180,0.50,0.60,1
48,54,180,0.50,0.60,1
55,49,180,0.45,0.55,0
49,55,180,0.45,0.55,0
55,50,50,0.40,0.50,1
50,55,50,0.40,0.50,1
56,51,500,0.35,0.45,0
51,56,500,0.35,0.45,0
56,52,412,0.30,0.40,1
52,56,412,0.30,0.40,1
57,53,412,0.25,0.35,0
53,57,412,0.25,0.35,0
57,54,361,0.20,0.30,1
54,57,361,0.20,0.30,1
58,55,361,0.15,0.25,0
55,58,361,0.15,0.25,0
58,56,283,0.10,0.20,1
56,58,283,0.10,0.20,1
59,57,283,0.05,0.15,0
57,59,283,0.05,0.15,0
59,58,141,0.90,1.00,1
58,59,141,0.90,1.00,1
60,59,141,0.85,0.95,0
59,60,141,0.85,0.95,0
60,60,0,0.80,0.90,1
60,60,0,0.80,0.90,1
61,61,0,0.75,0.85,0
61,61,0,0.75,0.85,0
61,62,141,0.70,0.80,1
62,61,141,0.70,0.80,1
62,63,141,0.65,0.75,0
63,62,141,0.65,0.75,0
62,64,283,0.60,0.70,1
64,62,283,0.60,0.70,1
63,1,2259,0.55,0.65,0
1,63,2259,0.55,0.65,0
63,2,2152,0.50,0.60,1
2,63,2152,0.50,0.60,1
64,3,2152,0.45,0.55,0
3,64,2152,0.45,0.55,0
64,4,2050,0.40,0.50,1
4,64,2050,0.40,0.50,1
3,17,608,0.84,0.94,1
17,3,608,0.84,0.94,1
4,21,626,0.79,0.89,0
21,4,626,0.79,0.89,0
6,22,559,0.74,0.84,1
22,6,559,0.74,0.84,1
5,23,320,0.69,0.79,0
23,5,320,0.69,0.79,0
8,18,500,0.64,0.74,1
18,8,500,0.64,0.74,1
11,32,269,0.59,0.69,1
32,11,269,0.59,0.69,1
15,35,900,0.54,0.64,0
35,15,900,0.54,0.64,0
14,34,700,0.49,0.59,1
34,14,700,0.49,0.59,1
13,33,550,0.44,0.54,0
33,13,550,0.44,0.54,0
17,45,316,0.39,0.49,1
45,17,316,0.39,0.49,1
19,41,461,0.34,0.44,0
41,19,461,0.34,0.44,0
23,51,447,0.29,0.39,1
51,23,447,0.29,0.39,1
22,53,510,0.24,0.34,0
53,22,510,0.24,0.34,0
21,52,316,0.19,0.29,1
52,21,316,0.19,0.29,1
18,49,412,0.14,0.24,0
49,18,412,0.14,0.24,0
12,39,403,0.09,0.19,1
39,12,403,0.09,0.19,1
31,48,873,0.04,0.14,0
48,31,873,0.04,0.14,0
36,64,2419,0.87,0.97,1
64,36,2419,0.87,0.97,1
35,63,2309,0.82,0.92,0
63,35,2309,0.82,0.92,0
34,62,2110,0.77,0.87,1
62,34,2110,0.77,0.87,1
37,61,2002,0.72,0.82,0
61,37,2002,0.72,0.82,0
38,59,1703,0.67,0.77,1
59,38,1703,0.67,0.77,1
41,57,1154,0.62,0.72,0
57,41,1154,0.62,0.72,0
44,58,955,0.57,0.67,1
58,44,955,0.57,0.67,1
47,56,461,0.52,0.62,0
56,47,461,0.52,0.62,0
49,55,180,0.47,0.57,1
55,49,180,0.47,0.57,1
52,54,283,0.42,0.52,0
54,52,283,0.42,0.52,0
53,50,250,0.37,0.47,1
50,53,250,0.37,0.47,1
55,42,901,0.32,0.42,0
42,55,901,0.32,0.42,0
57,46,658,0.27,0.37,1
46,57,658,0.27,0.37,1
60,40,1600,0.22,0.32,0
40,60,1600,0.22,0.32,0
63,43,1550,0.17,0.27,1
43,63,1550,0.17,0.27,1
62,26,1503,0.12,0.22,0
26,62,1503,0.12,0.22,0
64,20,1553,0.07,0.17,1
20,64,1553,0.07,0.17,1
61,29,1726,0.85,0.95,0
29,61,1726,0.85,0.95,0
59,31,1530,0.80,0.90,1
31,59,1530,0.80,0.90,1
58,30,1513,0.75,0.85,0
30,58,1513,0.75,0.85,0
56,28,1118,0.70,0.80,1
28,56,1118,0.70,0.80,1
54,27,825,0.65,0.75,0
27,54,825,0.65,0.75,0
51,24,583,0.60,0.70,1
24,51,583,0.60,0.70,1
50,25,950,0.55,0.65,0
25,50,950,0.55,0.65,0
48,38,1050,0.50,0.60,1
38,48,1050,0.50,0.60,1
46,37,955,0.45,0.55,0
37,46,955,0.45,0.55,0
43,36,776,0.40,0.50,1
36,43,776,0.40,0.50,1
42,16,141,0.35,0.45,0
16,42,141,0.35,0.45,0
39,10,364,0.30,0.40,1
10,39,364,0.30,0.40,1
27,7,250,0.25,0.35,0
7,27,250,0.25,0.35,0
24,19,300,0.20,0.30,1
19,24,300,0.20,0.30,1
25,8,206,0.15,0.25,0
8,25,206,0.15,0.25,0
28,6,320,0.10,0.20,1
6,28,320,0.10,0.20,1
30,5,150,0.05,0.15,0
5,30,150,0.05,0.15,0
32,12,350,0.95,1.00,1
12,32,350,0.95,1.00,1
26,9,335,0.90,1.00,0
9,26,335,0.90,1.00,0
20,14,112,0.85,0.95,1
14,20,112,0.85,0.95,1
10,3,447,0.80,0.90,0
3,10,447,0.80,0.90,0
7,2,200,0.75,0.85,1
2,7,200,0.75,0.85,1
9,1,583,0.70,0.80,0
1,9,583,0.70,0.80,0
5,44,412,0.65,0.75,1
44,5,412,0.65,0.75,1
6,47,906,0.60,0.70,0
47,6,906,0.60,0.70,0
8,60,1563,0.55,0.65,1
60,8,1563,0.55,0.65,1
7,45,671,0.50,0.60,0
45,7,671,0.50,0.60,0
3,50,1217,0.45,0.55,1
50,3,1217,0.45,0.55,1
2,54,1266,0.40,0.50,0
54,2,1266,0.40,0.50,0
1,59,1874,0.35,0.45,1
59,1,1874,0.35,0.45,1
15,24,316,0.30,0.40,0
24,15,316,0.30,0.40,0
14,27,283,0.25,0.35,1
27,14,283,0.25,0.35,1
13,28,250,0.20,0.45,0
28,13,250,0.20,0.45,0
12,29,320,0.15,0.55,1
29,12,320,0.15,0.55,1
11,30,472,0.10,0.65,0
30,11,472,0.10,0.65,0
16,31,350,0.05,0.75,1
31,16,350,0.05,0.75,1
17,32,550,0.95,0.85,0
32,17,550,0.95,0.85,0
18,33,750,0.90,0.95,1
33,18,750,0.90,0.95,1
19,34,800,0.85,1.00,0
34,19,800,0.85,1.00,0
20,35,850,0.80,0.95,1
35,20,850,0.80,0.95,1
21,36,900,0.75,0.90,0
36,21,900,0.75,0.90,0
22,37,700,0.70,0.85,1
37,22,700,0.70,0.85,1
23,38,500,0.65,0.80,0
38,23,500,0.65,0.80,0
29,39,100,0.60,0.75,1
39,29,100,0.60,0.75,1
30,40,100,0.55,0.70,0
40,30,100,0.55,0.70,0
31,41,150,0.50,0.65,1
41,31,150,0.50,0.65,1
32,42,350,0.45,0.60,0
42,32,350,0.45,0.60,0
33,43,550,0.40,0.55,1
43,33,550,0.40,0.55,1
34,44,750,0.35,0.50,0
44,34,750,0.35,0.50,0
35,45,950,0.30,0.45,1
45,35,950,0.30,0.45,1
36,46,1050,0.25,0.40,0
46,36,1050,0.25,0.40,0
37,47,1050,0.20,0.35,1
47,37,1050,0.20,0.35,1
38,48,1050,0.15,0.30,0
48,38,1050,0.15,0.30,0
39,49,1050,0.10,0.25,1
49,39,1050,0.10,0.25,1
40,50,1050,0.05,0.20,0
50,40,1050,0.05,0.20,0
41,51,550,0.95,0.15,1
51,41,550,0.95,0.15,1
42,52,550,0.90,0.10,0
52,42,550,0.90,0.10,0
43,53,550,0.85,0.05,1
53,43,550,0.85,0.05,1
44,64,1550,0.80,0.95,0
64,44,1550,0.80,0.95,0
45,63,1365,0.75,0.90,1
63,45,1365,0.75,0.90,1
46,62,1154,0.70,0.85,0
62,46,1154,0.70,0.85,0
47,61,955,0.65,0.80,1
61,47,955,0.65,0.80,1
48,60,776,0.60,0.75,0
60,48,776,0.60,0.75,0
49,59,550,0.55,0.70,1
59,49,550,0.55,0.70,1
50,58,403,0.50,0.65,0
58,50,403,0.50,0.65,0
51,57,608,0.45,0.60,1
57,51,608,0.45,0.60,1
52,56,412,0.40,0.55,0
56,52,412,0.40,0.55,0
53,55,283,0.35,0.50,1
55,53,283,0.35,0.50,1
